release_date,spawning_year,release_month,n_particles,n_M6,n_M6_north_1979-2015,n_M6_north_2016-2025,n_M6_north_envelope
2018-02-27,2018,2,545807,200930,190546,193816,190530
2018-02-28,2018,2,545807,201121,190783,194160,190751
2018-03-01,2018,3,545807,200185,190094,193345,190056
2018-03-02,2018,3,545807,200078,189936,193249,189883
2018-03-03,2018,3,545807,200000,189902,193283,189863
2018-03-04,2018,3,545807,199619,189773,193076,189722
2018-03-05,2018,3,545807,199344,189755,192902,189701
2018-03-06,2018,3,545807,199053,189560,192700,189492
2018-03-07,2018,3,545807,199084,189725,192765,189669
2018-03-08,2018,3,545807,198985,189693,192839,189662
2018-03-09,2018,3,545807,198959,189796,192784,189750
2018-03-10,2018,3,545807,198551,189665,192497,189629
2018-03-11,2018,3,545807,197804,189274,191959,189240
2018-03-12,2018,3,545807,197464,188991,191702,188960
2018-03-13,2018,3,545807,196680,188444,191165,188411
2018-03-14,2018,3,545807,195926,188040,190601,188011
2018-11-15,2019,11,545807,235771,193526,199115,193473
2018-11-16,2019,11,545807,233835,193158,198692,193120
2018-11-17,2019,11,545807,233638,193143,198706,193090
2018-11-18,2019,11,545807,231820,193197,198818,193136
2018-11-19,2019,11,545807,226914,192501,197904,192462
2018-11-20,2019,11,545807,224156,192510,197853,192460
2018-11-21,2019,11,545807,225318,193519,199069,193470
2018-11-22,2019,11,545807,227065,194506,200117,194462
2018-11-23,2019,11,545807,228764,195015,200849,194969
2018-11-24,2019,11,545807,231162,195564,201435,195507
2018-11-25,2019,11,545807,236287,196870,203018,196789
2018-11-26,2019,11,545807,244549,198766,205049,198644
2018-11-27,2019,11,545807,251041,199898,206423,199794
2018-11-28,2019,11,545807,254479,200260,207048,200154
2018-11-29,2019,11,545807,255237,200025,206828,199926
2018-11-30,2019,11,545807,256434,200825,207612,200708
2018-12-01,2019,12,545807,257521,200868,207802,200763
2018-12-02,2019,12,545807,255477,201050,207728,200935
2018-12-03,2019,12,545807,254634,200609,207506,200493
2018-12-04,2019,12,545807,253622,200521,207296,200431
2018-12-05,2019,12,545807,251950,200485,207080,200358
2018-12-06,2019,12,545807,250986,200718,207094,200605
2018-12-07,2019,12,545807,250766,200515,207195,200391
2018-12-08,2019,12,545807,248680,200935,207393,200810
2018-12-09,2019,12,545807,251021,200954,207513,200799
2018-12-10,2019,12,545807,253234,201388,207840,201253
2018-12-11,2019,12,545807,253296,201271,207634,201126
2018-12-12,2019,12,545807,250911,201311,207841,201171
2018-12-13,2019,12,545807,249198,200777,207296,200655
2018-12-14,2019,12,545807,249373,200911,207249,200760
2018-12-15,2019,12,545807,249892,201272,207594,201109
2018-12-16,2019,12,545807,248199,200855,207128,200724
2018-12-17,2019,12,545807,244498,200804,207041,200674
2018-12-18,2019,12,545807,242456,200806,206854,200666
2018-12-19,2019,12,545807,240183,200467,206311,200317
2018-12-20,2019,12,545807,235226,200372,206011,200209
2018-12-21,2019,12,545807,231387,200392,206001,200244
2018-12-22,2019,12,545807,231465,200609,206038,200461
2018-12-23,2019,12,545807,230747,200753,205977,200600
2018-12-24,2019,12,545807,230098,201113,206200,200956
2018-12-25,2019,12,545807,227672,201237,205855,201070
2018-12-26,2019,12,545807,224048,200987,205007,200816
2018-12-27,2019,12,545807,220594,200871,204371,200668
2018-12-28,2019,12,545807,218495,200603,203424,200411
2018-12-29,2019,12,545807,214370,199528,201715,199368
2018-12-30,2019,12,545807,212101,199103,201128,198977
2018-12-31,2019,12,545807,210657,198997,200979,198901
2019-01-01,2019,1,545807,210305,198814,200890,198717
2019-01-02,2019,1,545807,209663,198612,200585,198503
2019-01-03,2019,1,545807,209232,198375,200401,198242
2019-01-04,2019,1,545807,208527,197623,199684,197491
2019-01-05,2019,1,545807,208465,197776,199844,197645
2019-01-06,2019,1,545807,208687,197941,199960,197819
2019-01-07,2019,1,545807,208591,197809,199815,197692
2019-01-08,2019,1,545807,207937,197489,199463,197379
2019-01-09,2019,1,545807,207569,197369,199363,197251
2019-01-10,2019,1,545807,206645,196664,198682,196569
2019-01-11,2019,1,545807,206138,196371,198356,196252
2019-01-12,2019,1,545807,206044,196334,198363,196222
2019-01-13,2019,1,545807,206280,196463,198495,196334
2019-01-14,2019,1,545807,206164,196348,198477,196232
2019-01-15,2019,1,545807,206316,196930,199146,196789
2019-01-16,2019,1,545807,206029,196639,198915,196518
2019-01-17,2019,1,545807,205806,196665,198984,196547
2019-01-18,2019,1,545807,205350,196500,198816,196341
2019-01-19,2019,1,545807,205453,196693,199173,196548
2019-01-20,2019,1,545807,204725,196257,198539,196091
2019-01-21,2019,1,545807,204342,196067,198358,195908
2019-01-22,2019,1,545807,204283,195853,198096,195686
2019-01-23,2019,1,545807,203997,195733,197965,195544
2019-01-24,2019,1,545807,203840,195538,197746,195351
2019-01-25,2019,1,545807,203429,195239,197280,195065
2019-01-26,2019,1,545807,203102,194921,196792,194746
2019-01-27,2019,1,545807,203021,194711,196628,194512
2019-01-28,2019,1,545807,202479,193982,195983,193824
2019-01-29,2019,1,545807,202346,193937,195883,193770
2019-01-30,2019,1,545807,201319,193713,195299,193570
2019-01-31,2019,1,545807,200797,193236,194776,193087
2019-02-01,2019,2,545807,200754,193288,194777,193152
2019-02-02,2019,2,545807,200397,192900,194433,192746
2019-02-03,2019,2,545807,199692,192656,194042,192515
2019-02-04,2019,2,545807,197848,191685,193019,191603
2019-02-05,2019,2,545807,196592,191217,192464,191179
2019-02-06,2019,2,545807,195702,190578,191812,190521
2019-02-07,2019,2,545807,193020,188311,189629,188311
2019-02-08,2019,2,545807,192126,187753,189054,187753
2019-02-09,2019,2,545807,192007,187881,189099,187881
2019-02-10,2019,2,545807,191993,187974,189177,187974
2019-02-11,2019,2,545807,191645,187846,189071,187846
2019-02-12,2019,2,545807,191373,187924,189106,187924
2019-02-13,2019,2,545807,190726,187486,188618,187486
2019-02-14,2019,2,545807,190325,187289,188435,187289
2019-02-15,2019,2,545807,190450,187420,188527,187420
2019-02-16,2019,2,545807,189915,186990,188020,186989
2019-02-17,2019,2,545807,189724,186880,187882,186879
2019-02-18,2019,2,545807,189730,186959,187951,186956
2019-02-19,2019,2,545807,189219,186611,187513,186601
2019-02-20,2019,2,545807,188935,186457,187391,186454
2019-02-21,2019,2,545807,188683,186209,187166,186203
2019-02-22,2019,2,545807,188726,186212,187154,186206
2019-02-23,2019,2,545807,188233,186000,186889,185996
2019-02-24,2019,2,545807,187992,185720,186687,185707
2019-02-25,2019,2,545807,187609,185465,186426,185456
2019-02-26,2019,2,545807,187084,184938,185934,184926
2019-02-27,2019,2,545807,186822,184711,185678,184697
2019-02-28,2019,2,545807,186393,184263,185262,184247
2019-03-01,2019,3,545807,186246,183962,185080,183949
2019-03-02,2019,3,545807,185982,183685,184773,183672
2019-03-03,2019,3,545807,185802,183541,184647,183531
2019-03-04,2019,3,545807,185366,183092,184184,183085
2019-03-05,2019,3,545807,185103,182773,183868,182761
2019-03-06,2019,3,545807,184883,182638,183750,182629
2019-03-07,2019,3,545807,184535,182456,183509,182443
2019-03-08,2019,3,545807,184230,182185,183213,182170
2019-03-09,2019,3,545807,183861,181877,182849,181871
2019-03-10,2019,3,545807,183700,181690,182742,181687
2019-03-11,2019,3,545807,183653,181655,182640,181655
2019-03-12,2019,3,545807,183546,181608,182546,181608
2019-03-13,2019,3,545807,183236,181426,182293,181426
2019-03-14,2019,3,545807,183315,181366,182295,181366
2019-11-15,2020,11,545807,217950,185928,194342,185902
2019-11-16,2020,11,545807,217596,185818,194136,185798
2019-11-17,2020,11,545807,217637,186029,194423,185994
2019-11-18,2020,11,545807,217892,186446,194942,186424
2019-11-19,2020,11,545807,217732,186251,194689,186215
2019-11-20,2020,11,545807,218791,186677,194920,186644
2019-11-21,2020,11,545807,219220,186865,195200,186833
2019-11-22,2020,11,545807,219814,187159,195544,187129
2019-11-23,2020,11,545807,220304,187139,195416,187102
2019-11-24,2020,11,545807,221741,187673,196127,187625
2019-11-25,2020,11,545807,228238,190354,198878,190293
2019-11-26,2020,11,545807,233205,192312,201109,192229
2019-11-27,2020,11,545807,235829,192716,201495,192626
2019-11-28,2020,11,545807,239687,193751,202903,193661
2019-11-29,2020,11,545807,244400,195045,204327,194940
2019-11-30,2020,11,545807,247791,196046,205127,195929
2019-12-01,2020,12,545807,251299,196463,205807,196331
2019-12-02,2020,12,545807,254004,197398,206793,197264
2019-12-03,2020,12,545807,255315,197341,206637,197177
2019-12-04,2020,12,545807,249063,197348,206370,197212
2019-12-05,2020,12,545807,244764,197327,206230,197172
2019-12-06,2020,12,545807,243409,197335,205991,197200
2019-12-07,2020,12,545807,242694,197350,206006,197203
2019-12-08,2020,12,545807,243157,197726,206306,197564
2019-12-09,2020,12,545807,242876,198001,206439,197852
2019-12-10,2020,12,545807,242453,198601,206965,198448
2019-12-11,2020,12,545807,242161,198686,206933,198513
2019-12-12,2020,12,545807,242403,198940,207261,198745
2019-12-13,2020,12,545807,241115,199292,207626,199105
2019-12-14,2020,12,545807,241071,199930,208220,199743
2019-12-15,2020,12,545807,241853,199446,206972,199203
2019-12-16,2020,12,545807,238928,199435,205068,199190
2019-12-17,2020,12,545807,234961,198361,202792,198117
2019-12-18,2020,12,545807,231074,198081,201899,197863
2019-12-19,2020,12,545807,228570,197432,200934,197207
2019-12-20,2020,12,545807,226451,197143,200508,196860
2019-12-21,2020,12,545807,223817,196782,200189,196537
2019-12-22,2020,12,545807,219667,196127,199326,195890
2019-12-23,2020,12,545807,215319,196385,199335,196155
2019-12-24,2020,12,545807,210596,195953,198669,195808
2019-12-25,2020,12,545807,208600,195735,198158,195627
2019-12-26,2020,12,545807,207355,195334,197725,195292
2019-12-27,2020,12,545807,206494,195170,197642,195111
2019-12-28,2020,12,545807,205793,195225,197696,195179
2019-12-29,2020,12,545807,205406,195253,197822,195208
2019-12-30,2020,12,545807,204955,194944,197519,194879
2019-12-31,2020,12,545807,204245,194561,197017,194508
2020-01-01,2020,1,545807,203518,194145,196518,194086
2020-01-02,2020,1,545807,203225,193919,196249,193840
2020-01-03,2020,1,545807,202858,193717,196076,193684
2020-01-04,2020,1,545807,201423,192732,194947,192718
2020-01-05,2020,1,545807,200744,192252,194438,192247
2020-01-06,2020,1,545807,200613,192247,194286,192234
2020-01-07,2020,1,545807,199738,191351,193379,191350
2020-01-08,2020,1,545807,198721,190748,192780,190748
2020-01-09,2020,1,545807,198307,190675,192724,190675
2020-01-10,2020,1,545807,197698,190307,192332,190307
2020-01-11,2020,1,545807,197827,190757,192688,190757
2020-01-12,2020,1,545807,197562,190693,192566,190693
2020-01-13,2020,1,545807,196267,189577,191301,189577
2020-01-14,2020,1,545807,195618,189312,190830,189312
2020-01-15,2020,1,545807,194994,188765,190289,188765
2020-01-16,2020,1,545807,194675,188509,189895,188509
2020-01-17,2020,1,545807,193934,187915,189318,187915
2020-01-18,2020,1,545807,193280,187370,188789,187370
2020-01-19,2020,1,545807,192611,187134,188447,187134
2020-01-20,2020,1,545807,192058,186533,187899,186533
2020-01-21,2020,1,545807,191189,185981,187291,185981
2020-01-22,2020,1,545807,190741,185809,187133,185809
2020-01-23,2020,1,545807,190563,185721,187077,185721
2020-01-24,2020,1,545807,190212,185593,186949,185593
2020-01-25,2020,1,545807,189816,185304,186592,185304
